ID Number,Year,House,Gender,Interested,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
3996,Freshman,Hollis,Male,Women,B,C,C,D,D,C,A,D,B,A,A,C,B,C,E,E,C,E,D,C,D,B,A,B,C,B,C,B,A,A,D
3997,Junior,Winthrop,Male,Women,D,C,E,B,E,E,A,D,E,D,B,E,B,E,E,D,E,A,A,E,D,D,E,E,E,B,E,D,B,B,C
3998,Sophomore,Dunster,Male,Women,C,E,D,D,D,C,B,E,B,A,E,C,D,A,D,C,B,D,D,B,B,D,E,B,C,B,A,B,D,B,D
3999,Sophomore,Winthrop,Male,Women,D,E,E,E,D,D,D,E,B,B,A,C,B,B,E,A,D,A,D,C,D,C,A,D,B,E,B,E,C,B,B
4000,Sophomore,Mather,Male,Women,C,D,A,A,E,A,C,D,A,A,A,A,D,B,E,E,A,A,B,E,B,D,D,B,B,A,D,B,E,B,E
4001,Freshman,Apley,Female,Men,E,B,B,A,E,A,B,B,D,A,E,B,E,A,E,B,E,D,A,C,A,A,E,E,A,A,A,B,D,B,A
4003,Freshman,Wigglesworth,Male,Women,C,B,E,B,E,C,B,D,B,D,A,E,C,A,A,D,D,B,C,C,C,D,D,A,D,E,A,B,B,A,B
4004,Senior,Leverett,Female,Men,A,B,D,A,B,A,B,A,C,B,D,E,E,E,E,C,B,A,D,A,E,C,E,A,D,C,A,A,D,A,D
4005,Junior,Lowell,Female,Men,B,D,B,A,E,D,A,D,D,D,C,E,A,C,B,E,B,C,D,D,E,E,E,E,A,E,B,C,B,B,D
4006,Senior,Dunster,Male,Women,D,B,A,B,E,C,D,A,C,D,D,C,D,C,D,D,A,A,D,E,D,D,A,E,A,A,A,B,A,A,A
4007,Sophomore,Dunster,Female,Men,C,B,B,B,B,B,A,D,B,A,A,E,B,D,D,A,C,B,D,C,E,D,E,B,E,C,B,A,B,B,B
4008,Sophomore,Leverett,Female,Both,D,B,B,D,A,B,D,A,C,A,D,C,D,E,C,E,B,B,B,B,D,E,A,A,C,A,B,A,B,E,E
4009,Senior,Adams,Female,Men,E,E,B,C,B,B,C,E,B,D,C,B,D,C,B,D,E,E,D,C,B,C,A,E,C,C,B,A,A,D,E
4011,Sophomore,Adams,Female,Men,C,B,A,D,A,C,D,B,B,B,A,C,B,C,E,B,A,A,B,C,D,D,A,A,C,B,B,B,A,B,C
4012,Junior,Currier,Female,Men,C,B,A,B,D,B,B,A,B,A,C,B,A,D,E,D,D,A,D,E,E,C,E,E,A,C,B,D,A,A,B
4013,Sophomore,Leverett,Male,Women,D,E,A,E,A,C,C,A,E,B,A,B,B,A,D,E,C,B,C,C,D,B,B,E,A,B,E,D,B,B,D
4014,Senior,Adams,Female,Men,E,E,C,E,E,C,B,E,B,B,C,E,B,C,E,E,B,D,C,C,A,E,B,D,A,A,E,B,D,B,C
4015,Sophomore,Quincy,Female,Both,C,D,B,E,B,B,B,E,B,A,D,C,C,E,B,E,D,B,E,A,E,E,B,D,A,E,C,D,B,B,D
4016,Sophomore,Adams,Female,Men,D,A,A,B,A,B,E,A,C,B,D,D,C,E,E,D,E,E,D,B,E,D,D,A,B,C,A,B,E,A,E
4017,Freshman,Thayer,Female,Men,B,A,B,E,D,A,B,A,C,A,D,E,A,C,B,E,B,E,C,C,E,B,E,B,E,E,E,E,D,D,D
4018,Sophomore,Currier,Female,Men,C,A,B,B,A,C,E,A,A,C,B,C,B,B,D,B,B,D,C,B,A,C,B,E,C,B,C,B,B,A,B
4019,Sophomore,Adams,Male,Women,C,A,B,B,A,C,E,A,A,C,B,C,B,B,D,B,B,D,C,B,A,C,B,E,C,B,C,B,B,A,B
4020,Senior,Adams,Male,Women,C,B,E,D,A,A,C,D,B,A,E,A,A,A,E,D,E,A,A,B,A,D,E,E,A,E,C,A,D,B,B
4021,Senior,Kirkland,Female,Men,B,B,D,B,D,A,A,B,C,E,E,D,D,C,C,D,E,A,B,A,B,B,B,B,A,C,B,B,D,D,D
4022,Senior,Eliot,Male,Women,B,E,B,E,E,B,E,E,D,E,A,E,B,E,E,D,C,B,D,C,A,A,A,D,A,E,A,D,C,A,D
4023,Junior,Lowell,Female,Men,D,C,B,E,D,C,D,E,B,B,C,E,D,E,B,D,E,D,D,C,D,D,B,E,C,A,A,B,D,C,B
4024,Freshman,Matthews,Female,Men,B,C,C,A,D,A,E,E,B,E,C,A,E,D,D,B,E,A,C,C,D,E,D,E,E,D,A,B,E,A,A
4025,Grad Student,None,Male,Women,D,D,A,B,E,C,B,B,B,B,B,B,D,B,E,D,E,A,D,B,D,B,D,E,C,A,B,D,A,B,B
4026,Junior,Cabot,Female,Men,A,C,B,C,E,D,D,E,B,D,A,A,C,A,A,D,E,E,C,B,E,B,A,C,C,A,B,B,B,A,E
4027,Junior,Dunster,Male,Women,C,B,B,D,A,B,C,B,C,B,E,C,B,D,E,A,B,A,A,B,A,A,A,E,A,A,A,A,A,A,B
4029,Junior,Cabot,Male,Women,A,E,B,D,D,D,D,D,B,A,D,C,B,A,D,B,B,A,C,B,E,B,E,E,C,E,E,B,B,B,A
4030,Senior,Pforzheimer,Male,Women,D,D,D,E,E,A,B,E,B,A,E,B,D,C,B,A,B,D,D,C,D,D,E,B,A,E,A,C,C,E,B
4031,Junior,Kirkland,Female,Men,C,E,C,A,B,E,B,C,B,D,A,A,E,C,A,D,D,B,E,E,A,D,A,E,A,C,E,B,D,A,B
4032,Senior,Cabot,Female,Men,D,C,B,B,B,B,A,E,C,D,B,B,B,A,A,C,C,B,B,D,A,E,C,E,A,E,E,E,B,E,D
4033,Freshman,Pennypacker,Female,Men,D,A,B,B,D,B,D,A,C,C,D,B,B,B,A,B,C,B,C,B,D,D,E,A,A,B,A,D,B,A,D
4034,Junior,Lowell,Female,Men,A,C,B,D,E,C,B,A,B,B,A,C,B,C,B,E,B,C,C,C,B,E,B,A,E,B,A,B,D,A,D
4035,Sophomore,Eliot,Male,Women,E,B,E,D,A,A,C,C,E,D,E,A,B,C,E,B,A,A,E,B,A,C,A,E,D,A,B,D,D,B,C
4036,Senior,Adams,Female,Men,C,A,B,A,E,C,D,A,B,B,D,A,E,C,B,B,B,B,B,C,E,E,B,A,A,B,B,B,B,D,C
4037,Freshman,Mower,Female,Men,C,E,E,D,B,B,D,A,B,D,A,C,B,D,E,E,E,D,D,B,D,E,E,E,C,E,E,D,B,B,A
4038,Sophomore,Quincy,Female,Both,D,B,B,D,A,C,D,E,B,E,B,C,B,D,E,E,E,A,C,E,A,D,E,A,A,B,C,D,C,D,E
4039,Junior,Lowell,Male,Women,C,E,C,E,E,A,B,D,B,A,B,B,C,E,E,E,D,A,D,C,A,A,E,D,C,A,A,B,C,A,D
4040,Freshman,Matthews,Female,Men,A,B,D,D,B,D,B,D,B,A,E,A,B,C,E,E,E,B,C,B,B,C,A,D,A,B,C,B,E,B,C
4041,Sophomore,Currier,Female,Men,C,B,A,C,E,B,A,B,A,C,A,B,C,B,E,E,E,C,C,E,A,E,B,A,E,A,B,D,A,A,A
4042,Senior,Mather,Female,Men,D,C,B,A,D,E,E,B,D,D,D,E,B,C,B,B,E,E,C,C,B,E,A,E,A,C,B,D,C,B,B
4043,Senior,Winthrop,Female,Women,C,A,E,B,B,E,A,C,E,B,D,E,D,C,C,B,D,B,A,C,D,B,E,C,A,A,B,A,B,A,B
4044,Senior,Cabot,Female,Men,C,E,C,E,D,E,E,D,B,B,E,B,B,C,B,E,E,E,B,A,C,E,B,E,C,E,A,B,D,A,A
4046,Grad Student,None,Male,Women,D,B,B,D,E,A,B,E,B,A,E,B,D,E,E,D,D,A,D,B,C,B,B,D,A,C,E,B,E,A,E
4047,Grad Student,None,Female,Men,D,C,A,D,D,A,B,D,B,E,C,A,B,C,D,B,C,A,C,C,D,D,E,A,E,E,C,A,D,B,C
4049,Junior,Leverett,Male,Women,B,E,D,A,E,B,C,B,D,B,C,B,E,E,E,A,B,B,D,C,A,D,E,D,A,D,C,B,C,A,B
4051,Senior,Quincy,Male,Women,C,D,B,C,D,B,A,D,B,B,A,E,B,B,E,B,D,D,D,C,A,C,E,C,C,A,B,B,A,E,D
4052,Junior,Kirkland,Female,Men,A,B,E,E,E,D,C,B,B,D,E,B,A,D,C,D,C,E,C,C,A,C,D,E,B,B,A,A,B,A,A
4053,Sophomore,Mather,Female,Men,D,A,B,C,A,B,B,A,B,A,C,E,B,C,D,C,D,D,D,C,E,C,E,E,E,C,A,B,A,B,B
4054,Freshman,Canaday,Male,Women,D,B,B,D,A,B,B,E,B,A,A,B,B,E,E,E,C,A,D,C,D,E,B,B,C,A,B,B,C,B,E
4055,Freshman,Grays,Male,Women,E,B,A,E,C,D,B,B,B,E,A,D,B,D,E,E,E,A,D,C,D,B,B,E,D,E,E,A,B,A,B
4056,Alum,Currier,Male,Women,B,C,E,C,A,D,B,A,E,B,C,C,B,A,C,D,A,A,E,B,A,D,E,B,A,E,B,D,A,A,D
4057,Junior,Adams,Male,Women,E,B,C,A,E,C,A,B,D,A,E,A,C,E,E,E,C,E,B,A,A,C,A,A,B,D,E,C,B,A,E
4058,Sophomore,Pforzheimer,Female,Men,C,E,E,D,B,B,E,D,B,B,A,C,E,C,E,D,D,E,D,C,D,E,A,A,A,E,C,B,B,A,B
4059,Grad Student,None,Female,Men,D,A,D,E,D,C,B,A,B,C,D,B,A,C,D,E,B,E,C,C,D,A,A,C,A,B,C,C,D,E,C
4063,Senior,Quincy,Male,Both,C,E,C,E,D,D,D,C,A,E,B,B,E,B,B,E,E,B,A,E,C,C,E,C,E,B,B,B,B,B,B
4064,Senior,Cabot,Male,Women,D,E,E,E,E,A,B,D,B,A,B,B,D,B,E,B,D,A,C,E,B,E,E,E,B,E,A,B,B,A,B
4065,Senior,Eliot,Female,Women,E,B,C,D,D,B,D,A,E,D,E,A,D,C,B,E,E,D,C,B,A,D,A,E,A,B,A,D,D,A,B
4066,Junior,Quincy,Male,Women,E,E,B,A,D,B,D,D,E,E,C,C,C,E,E,C,A,C,D,A,D,B,C,A,D,D,E,D,D,B,B
4068,Freshman,Stoughton,Male,Women,E,E,B,D,D,B,B,E,B,C,C,B,B,A,E,E,C,D,D,C,E,E,A,E,A,A,A,A,C,A,C
4070,Sophomore,Winthrop,Female,Men,C,B,B,D,D,B,B,A,E,B,A,A,B,C,D,E,B,E,A,C,B,A,C,D,A,E,E,D,A,C,C
4071,Senior,Winthrop,Female,Men,C,C,C,E,B,A,B,A,E,A,C,E,D,E,D,D,A,D,D,E,E,A,A,C,E,B,D,B,B,A,A
4072,Sophomore,Dunster,Male,Women,D,A,A,E,A,C,B,D,B,A,B,B,D,C,B,D,B,B,C,C,D,C,A,D,C,A,A,B,D,B,E
4073,Alum,None,Male,Women,C,D,E,D,C,C,B,D,C,E,A,E,D,D,E,D,D,A,D,D,D,C,D,B,C,E,D,A,C,B,C
4074,Junior,Lowell,Male,Women,B,E,B,B,C,D,D,E,B,A,A,A,C,A,E,D,B,C,D,A,B,B,E,E,D,E,C,A,C,A,C
4075,Junior,Lowell,Female,Men,C,C,B,A,D,B,B,A,B,E,D,E,D,B,B,B,C,B,C,E,B,C,C,E,E,E,E,D,D,B,A
4076,Senior,Winthrop,Male,Women,D,E,B,B,D,B,B,E,C,E,A,E,C,E,D,E,B,D,A,E,E,C,E,B,E,A,A,E,C,A,B
4077,Freshman,Grays,Female,Men,C,E,D,A,A,E,D,A,E,E,B,C,E,B,C,B,A,E,D,B,D,D,B,C,A,E,A,E,D,B,B
4078,Senior,Cabot,Male,Women,D,C,A,E,A,C,B,A,E,E,A,B,D,D,D,D,B,A,D,C,D,D,A,E,A,E,C,B,A,B,C
4079,Junior,None,Male,Women,C,E,E,C,A,B,B,D,C,B,B,E,D,D,B,D,E,B,D,B,D,C,D,B,C,A,D,A,B,C,E
4080,Junior,Adams,Female,Men,C,E,E,C,A,B,B,D,C,B,B,E,D,D,B,D,E,B,D,B,D,C,D,B,C,D,A,A,B,C,E
4081,Freshman,Pennypacker,Female,Men,C,A,E,C,A,B,E,A,A,D,C,C,E,C,D,A,A,B,A,E,D,C,E,A,B,D,A,D,A,B,C
4082,Junior,Winthrop,Female,Men,C,B,B,B,D,E,E,D,B,A,D,C,D,B,A,D,D,B,A,B,A,E,A,A,D,A,A,D,B,A,C
4083,Junior,Pforzheimer,Female,Men,C,B,A,B,D,B,E,B,B,E,C,C,E,C,E,E,B,E,D,E,A,C,A,A,A,E,A,E,B,B,C
4084,Sophomore,Eliot,Male,Men,D,E,A,E,A,B,B,D,B,A,B,D,B,D,E,E,B,D,D,E,D,A,A,C,D,E,C,D,D,A,B
4085,Senior,Quincy,Female,Men,A,A,E,A,D,D,D,A,B,A,D,B,B,C,A,A,D,B,D,E,D,A,B,C,E,E,A,D,C,A,B
4086,Sophomore,Cabot,Female,Men,D,D,A,E,A,C,D,A,E,E,A,C,D,D,D,B,A,E,B,B,D,C,E,C,C,B,A,D,D,B,B
4087,Freshman,Wigglesworth,Female,Both,A,A,D,B,B,C,B,A,E,D,D,C,E,A,B,E,E,B,E,E,C,E,B,D,C,A,E,B,E,A,E
4088,Freshman,Thayer,Female,Men,E,C,D,C,A,C,A,A,B,B,D,A,B,C,D,D,B,E,C,C,D,E,A,A,C,C,E,B,A,E,C
4089,Freshman,Straus,Female,Men,D,A,B,D,A,B,E,E,C,E,C,B,E,C,B,D,D,A,C,E,A,E,E,E,B,B,C,B,D,B,C
4090,Senior,Leverett,Female,Men,D,E,B,E,B,E,A,A,B,E,A,C,A,B,B,B,B,D,C,B,D,C,E,C,D,C,E,A,D,A,E
4091,Sophomore,Cabot,Female,Men,C,B,D,E,E,E,A,E,D,E,A,C,B,B,D,E,C,D,C,C,E,A,B,D,E,E,B,B,C,A,C
4092,Sophomore,Cabot,Female,Men,D,A,B,E,E,C,D,A,E,A,D,B,A,E,D,B,B,A,C,C,D,B,B,B,A,A,E,C,C,B,D
4093,Freshman,Grays,Female,Men,E,A,B,B,B,B,A,A,A,E,A,D,B,D,D,C,B,E,A,E,C,A,E,B,E,B,B,D,B,C,B
4094,Junior,None,Female,Men,D,E,D,B,E,A,C,B,C,A,B,D,B,D,A,D,C,A,E,A,E,B,B,D,E,D,A,B,A,A,B
4096,Freshman,Mather,Male,Women,C,E,E,D,E,C,B,D,B,A,A,C,B,C,E,B,E,B,B,B,D,D,A,B,C,E,B,D,E,B,C
4097,Senior,Eliot,Female,Men,A,E,C,B,C,B,D,E,C,D,C,E,B,A,E,C,C,B,A,D,A,E,A,C,A,A,A,E,A,B,C
4098,Sophomore,Quincy,Female,Men,D,B,B,B,D,D,B,E,D,E,E,B,E,B,B,E,B,E,D,D,C,E,E,E,D,A,B,E,B,B,D
4099,Freshman,Thayer,Female,Men,C,C,B,B,C,B,D,B,C,B,B,C,D,A,D,B,C,B,E,C,D,C,D,D,A,E,C,D,B,B,B
4101,Sophomore,Kirkland,Female,Men,C,A,D,D,A,C,D,A,B,D,A,C,B,C,D,D,E,B,C,C,A,E,A,E,A,B,E,D,D,E,B
4102,Sophomore,Eliot,Female,Both,D,D,D,B,B,B,C,A,E,B,A,A,B,B,A,E,C,B,D,C,D,E,D,C,E,B,E,D,E,B,B
4103,Junior,Leverett,Female,Men,A,A,E,B,B,B,D,A,E,C,D,B,B,C,E,B,C,B,C,C,D,A,E,A,E,A,E,B,B,E,B
4104,Junior,Leverett,Female,Men,D,B,B,B,D,E,E,B,E,B,E,B,E,C,E,C,A,A,C,C,D,A,D,C,A,A,B,B,D,B,B
4105,Freshman,Canaday,Female,Men,E,C,A,B,B,B,A,A,E,B,A,E,E,A,A,B,C,B,D,E,D,A,C,A,A,E,D,D,E,A,D
4107,Sophomore,Dunster,Female,Men,C,B,E,E,D,C,A,A,E,B,A,C,E,C,D,B,A,A,C,B,D,D,B,D,C,B,A,D,E,A,B
4108,Sophomore,Quincy,Male,Women,D,E,A,C,B,C,E,B,C,A,B,B,D,E,E,B,B,B,D,E,B,C,B,A,A,D,A,B,A,A,E
4109,Freshman,Hollis,Female,Men,D,A,B,D,B,A,E,A,B,D,B,B,B,B,B,B,A,A,D,E,C,D,E,E,A,E,E,D,B,E,A
4110,Senior,Mather,Female,Men,E,D,E,D,A,C,D,A,E,D,B,A,D,B,D,B,D,D,E,E,A,C,A,E,C,A,E,D,B,B,D
4111,Sophomore,Pforzheimer,Male,Women,C,C,A,B,A,A,D,B,C,C,E,B,D,D,E,D,B,B,D,E,D,E,A,B,E,E,B,D,A,B,E
4113,Junior,Leverett,Male,Women,D,B,C,D,E,E,B,D,B,A,A,A,B,B,D,E,B,C,D,A,A,C,E,B,D,A,B,D,D,B,C
4114,Junior,Leverett,Male,Women,C,E,C,D,E,E,E,D,B,A,C,A,B,C,E,A,B,C,E,C,D,E,E,B,A,B,E,B,A,B,A
4115,Junior,Pforzheimer,Male,Women,C,B,B,D,D,A,B,E,B,D,B,C,E,C,B,D,D,A,C,B,D,E,E,E,A,E,A,D,C,A,B
4117,Junior,Eliot,Male,Women,E,E,A,E,D,C,E,B,B,B,E,A,B,D,E,D,B,C,D,C,D,C,A,B,B,C,E,E,B,C,A
4118,Junior,Cabot,Male,Women,D,B,D,D,D,D,E,B,D,D,A,E,A,B,B,E,D,A,B,B,D,A,E,D,D,B,C,B,B,D,B
4119,Sophomore,Quincy,Female,Men,D,A,E,E,D,B,E,A,C,E,D,A,B,C,A,E,C,D,C,C,D,C,C,C,C,B,A,B,B,A,E
4120,Junior,Kirkland,Female,Men,D,B,B,A,A,B,A,D,B,A,E,D,A,C,B,C,B,A,C,E,E,B,E,E,A,A,B,D,C,A,D
4121,Freshman,Pennypacker,Female,Men,A,E,A,B,A,E,C,B,B,D,E,A,A,B,B,B,D,E,E,C,E,E,D,E,A,D,B,B,D,B,D
4122,Freshman,Matthews,Male,Women,E,A,A,B,A,D,A,B,C,D,B,B,E,D,C,B,A,B,E,D,D,D,D,C,B,D,E,A,B,B,D
4123,Junior,Lowell,Male,Men,C,E,B,E,E,D,B,D,B,B,A,E,C,D,E,E,D,B,D,C,E,D,E,E,C,B,B,E,C,E,B
4124,Junior,Winthrop,Female,Men,E,A,B,B,C,B,D,A,C,D,D,A,B,B,B,D,A,B,A,C,C,E,D,B,C,A,E,E,B,E,C
4125,Junior,Dunster,Male,Women,D,A,A,D,B,C,B,D,C,A,B,E,B,A,B,E,D,A,C,C,C,C,E,B,C,D,B,A,D,E,C
4126,Senior,Mather,Female,Men,C,C,E,D,A,C,D,C,E,B,A,A,D,C,B,B,C,D,C,C,B,E,B,A,B,C,E,D,D,A,C
4127,Senior,Cabot,Male,Women,D,E,B,D,D,D,B,D,B,B,A,E,A,E,E,E,E,B,B,E,E,C,A,C,E,B,C,A,B,A,D
4128,Junior,Leverett,Male,Women,D,C,B,D,E,B,B,D,B,E,B,A,E,D,A,E,B,C,C,E,A,E,E,E,C,E,B,B,D,A,C
4129,Grad Student,None,Male,Women,C,E,D,A,E,A,B,B,E,A,E,A,B,E,E,A,C,A,C,B,D,C,E,D,A,E,B,B,C,B,C
4130,Senior,Winthrop,Female,Men,D,A,D,A,A,E,B,A,E,B,D,B,D,C,E,B,C,A,A,B,D,D,D,B,C,E,A,D,D,A,D
4131,Sophomore,Dunster,Male,Women,D,D,D,A,D,A,B,E,C,B,A,E,E,A,E,E,E,D,C,E,D,A,E,D,A,E,E,B,C,B,A
4132,Junior,Quincy,Female,Men,E,E,C,B,B,B,E,B,E,D,A,E,E,D,C,A,C,D,B,C,E,B,A,C,E,E,A,B,E,B,B
4133,Junior,Adams,Male,Women,D,D,A,B,D,C,D,A,A,D,D,A,B,B,E,A,A,B,D,E,D,A,D,B,A,B,A,A,B,A,D
4135,Freshman,Matthews,Male,Women,C,B,C,D,A,A,B,E,C,B,C,C,D,C,D,E,E,D,D,B,E,B,E,E,D,E,E,B,D,A,B
4137,Freshman,Mower,Male,Women,D,A,A,E,E,A,B,A,C,A,E,D,E,C,A,A,E,A,B,C,A,E,A,E,A,E,E,A,A,D,D
4138,Grad Student,None,Male,Women,C,E,B,A,D,D,A,E,A,D,E,E,A,A,E,D,D,B,C,A,D,D,E,E,A,E,E,E,A,A,C
4139,Senior,Adams,Male,Women,C,C,B,A,E,B,A,D,B,D,D,A,E,C,C,D,D,C,D,B,E,C,B,C,A,B,A,A,B,B,D
4140,Alum,Apley,Female,Men,C,A,D,D,E,B,D,E,C,A,D,C,B,E,C,E,B,A,C,C,D,D,E,B,A,E,A,D,A,E,D
4141,Freshman,Apley,Female,Men,C,E,B,D,A,E,D,A,B,B,D,A,B,E,B,E,B,E,C,B,D,C,B,E,A,A,B,A,B,A,C
4143,Sophomore,Eliot,Female,Men,E,A,A,D,B,C,B,A,C,E,B,C,D,D,E,B,A,A,D,E,E,E,E,E,B,E,A,D,A,A,C
4144,Freshman,Stoughton,Female,Men,E,B,E,B,D,D,A,B,D,D,E,C,D,C,E,D,A,A,B,B,B,D,B,B,B,E,B,A,C,B,A
4145,Grad Student,None,Male,Women,C,E,B,E,B,B,C,D,D,E,B,E,D,C,B,D,C,D,E,C,A,A,A,B,B,D,D,A,A,C,D
4147,Junior,Currier,Female,Men,A,E,A,A,C,D,A,D,D,C,C,D,D,D,D,A,A,C,E,A,D,E,E,A,E,C,B,B,C,B,C
4148,Junior,Cabot,Male,Women,B,B,C,B,B,D,E,B,A,E,E,D,B,B,D,B,E,A,E,A,B,E,E,C,C,C,D,D,C,E,C
4149,Junior,Currier,Male,Women,D,C,D,E,C,C,D,B,C,A,A,B,D,C,E,D,D,A,A,E,A,D,A,E,A,E,A,B,E,A,B
4150,Sophomore,Mather,Female,Men,C,A,B,E,B,B,D,A,E,E,B,A,C,D,E,C,D,E,C,B,D,E,B,C,C,C,D,D,B,A,D
4153,Grad Student,None,Female,Both,E,D,A,C,C,C,B,E,C,A,B,A,E,C,E,E,A,E,E,B,D,C,D,E,B,A,B,E,B,B,B
4154,Alum,None,Female,Men,A,E,D,E,B,B,D,C,C,A,E,E,E,D,D,B,E,B,C,B,D,E,A,E,C,E,A,B,D,B,D
4155,Sophomore,Pforzheimer,Male,Women,D,C,E,D,A,B,A,B,C,E,B,B,B,A,B,D,A,B,B,E,A,C,C,A,C,E,E,D,C,A,D
4156,Senior,Lowell,Male,Women,D,E,E,D,A,E,D,D,B,B,B,E,B,A,D,E,E,B,A,D,D,C,B,D,C,D,B,B,E,B,B
4157,Alum,None,Female,Both,C,A,D,E,D,A,B,D,B,D,B,A,D,C,D,B,B,A,C,E,C,A,E,C,A,E,A,D,B,B,E
4158,Senior,Lowell,Female,Men,C,D,B,D,D,B,E,A,B,D,D,B,B,C,E,E,E,B,A,B,D,C,E,C,C,B,A,E,B,A,B
4159,Junior,Leverett,Female,Men,C,D,E,D,A,C,A,E,C,E,B,C,A,D,E,D,C,A,D,D,A,C,A,D,A,D,A,A,A,A,C
4160,Sophomore,Cabot,Female,Men,C,E,B,D,E,A,A,E,B,A,A,E,A,C,E,A,B,A,D,B,E,B,E,B,A,B,E,B,C,B,B
4161,Senior,Mather,Female,Men,C,A,B,C,A,B,A,A,B,E,B,B,B,C,E,B,C,D,D,C,B,A,B,E,A,C,B,B,B,B,D
4162,Sophomore,Quincy,Male,Women,D,A,B,B,E,C,A,E,C,D,A,E,B,C,E,E,E,B,E,E,D,D,A,C,E,E,B,B,A,D,D
4164,Sophomore,Dunster,Male,Men,C,B,B,B,B,B,B,B,B,C,B,A,B,C,D,C,E,B,A,E,D,E,A,B,A,B,A,B,B,B,A
4165,Freshman,Matthews,Male,Women,D,E,D,E,A,D,B,D,D,A,E,B,D,E,B,E,D,B,C,C,A,E,E,D,E,B,B,C,B,A,B
4166,Sophomore,Mather,Male,Women,E,E,C,D,D,B,E,E,E,A,C,B,E,C,B,D,E,E,E,D,C,D,E,C,B,A,A,B,A,B,D
4167,Freshman,Weld,Female,Men,C,B,E,C,D,B,D,D,B,A,A,A,D,B,B,B,B,D,E,B,A,C,E,C,B,B,A,B,B,A,B
4168,Senior,Adams,Male,Women,E,D,E,B,B,B,E,C,B,E,A,E,B,C,E,D,A,B,C,E,D,B,C,D,E,D,E,C,E,E,C
4169,Alum,None,Female,Men,D,C,A,B,C,B,D,A,B,C,A,B,D,C,E,E,B,A,C,E,D,C,A,A,B,E,A,B,B,B,B
4170,Senior,Cabot,Female,Men,A,B,D,D,A,B,C,D,E,B,E,D,E,D,A,B,A,B,D,A,A,A,B,D,E,C,D,E,D,E,D
4171,Junior,Pforzheimer,Male,Women,C,C,B,E,A,D,C,E,B,A,A,B,D,A,B,E,D,E,D,E,D,B,A,E,C,A,B,D,B,D,A
4173,Freshman,Canaday,Female,Men,A,C,B,E,D,B,B,D,B,A,C,C,A,A,E,A,B,A,C,E,C,A,B,D,A,C,C,C,B,B,C
4175,Freshman,Hurlbut,Male,Women,D,C,B,B,D,E,D,B,B,B,A,A,D,D,B,B,E,A,D,E,D,D,E,E,C,E,C,D,B,E,D
4176,Freshman,Wigglesworth,Female,Both,D,A,E,B,B,B,E,D,E,D,B,C,D,E,C,D,A,B,C,E,D,D,D,C,B,B,A,B,E,E,D
4177,Freshman,Matthews,Male,Women,D,B,B,E,D,D,B,D,B,C,D,B,B,C,E,B,D,E,C,C,A,D,E,D,B,E,C,B,C,A,B
4178,Sophomore,Quincy,Male,Women,E,A,E,C,E,C,B,D,C,D,C,B,E,A,D,B,D,E,E,E,D,E,A,B,C,D,B,D,A,B,B
4179,Junior,Mather,Female,Men,A,A,A,A,D,E,B,C,E,D,C,C,B,B,E,E,D,B,C,B,D,D,E,A,C,E,C,B,D,B,D
4180,Freshman,Straus,Male,Women,D,E,B,D,A,B,B,B,C,B,B,B,E,C,D,B,C,B,D,A,D,B,B,A,B,D,E,B,B,B,D
4181,Freshman,Thayer,Female,Men,D,E,B,D,D,A,B,E,C,B,A,C,B,B,D,E,B,E,A,C,E,E,E,D,B,B,C,B,D,E,C
4182,Junior,Leverett,Male,Men,E,C,E,E,D,C,E,E,B,A,C,E,E,C,A,C,D,B,E,B,C,C,B,C,C,D,E,A,D,B,A
4183,Sophomore,Dunster,Female,Men,D,B,A,D,D,E,D,B,E,E,A,A,D,B,B,A,D,D,C,E,D,E,C,C,A,A,C,D,D,B,C
4184,Sophomore,Winthrop,Female,Men,D,D,D,B,D,E,E,B,B,A,D,A,D,C,C,D,A,D,A,E,D,C,D,C,A,B,C,B,E,B,D
4185,Freshman,Holworthy,Female,Men,D,E,C,D,D,C,A,A,B,D,E,B,A,C,E,E,D,C,A,D,C,B,C,A,D,C,C,C,A,B,D
4186,Freshman,Matthews,Male,Women,B,B,D,E,D,C,E,E,D,E,C,B,C,D,D,E,D,D,D,B,A,C,A,B,A,E,A,B,A,A,C
4187,Senior,Leverett,Female,Men,C,B,D,E,D,B,B,D,E,A,A,C,D,C,E,D,B,D,D,C,A,D,B,E,C,C,B,B,A,B,D
4188,Senior,Adams,Female,Men,B,E,B,E,E,B,B,E,B,B,A,C,B,C,B,B,C,A,C,C,D,E,C,D,C,E,A,C,B,E,D
4189,Senior,Leverett,Female,Men,A,E,B,E,D,A,B,C,B,A,B,A,D,C,B,A,D,D,C,E,A,D,E,D,A,C,A,C,D,D,D
4190,Sophomore,Eliot,Male,Women,E,B,C,B,E,A,A,D,B,B,A,B,B,D,B,E,E,E,E,C,A,D,B,D,C,A,A,A,B,A,B
4191,Freshman,Wigglesworth,Male,Women,D,E,D,C,E,C,E,A,B,A,A,D,B,C,E,E,A,A,B,C,D,D,C,B,C,A,C,B,C,A,C
4192,Senior,Leverett,Male,Women,E,C,D,D,E,C,B,D,B,B,D,B,B,C,B,E,D,B,E,C,D,A,C,C,E,E,B,D,A,A,B
