ID Number,Year,House,Gender,Interested,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
750,Sophomore,Leverett,Female,Men,A,A,E,A,B,E,A,A,D,E,B,E,C,D,B,E,E,C,E,B,C,A,E,A,C,E,E,E,A,D,D
751,Freshman,Lionel,Female,Men,D,B,B,B,A,E,D,A,A,A,C,A,B,C,E,D,B,D,D,C,D,D,A,A,C,E,A,B,C,B,B
752,Senior,Winthrop,Female,Men,C,B,E,D,B,A,D,B,B,A,A,B,D,E,D,D,D,D,C,C,E,D,A,A,C,C,B,D,A,D,A
753,Junior,Kirkland,Female,Men,C,D,E,D,D,B,B,D,C,C,C,A,B,C,E,E,B,A,B,B,E,D,E,E,D,A,E,B,D,D,A
754,Sophomore,Cabot,Male,Women,A,C,D,D,D,E,B,E,A,B,B,B,E,E,A,E,C,C,D,D,D,E,B,E,A,B,B,E,D,A,D
755,Junior,Adams,Female,Men,D,C,B,A,B,A,C,E,D,C,B,B,B,D,A,E,A,A,A,A,A,C,C,A,B,D,B,D,D,A,C
756,Junior,Currier,Male,Women,C,B,C,B,C,C,D,D,B,D,A,A,B,D,E,E,D,B,C,E,B,D,A,E,B,A,D,D,D,A,C
757,Junior,Quincy,Male,Women,E,E,B,C,E,D,B,D,E,C,A,E,B,C,E,D,D,E,C,B,D,E,A,E,C,A,E,B,C,B,C
758,Sophomore,Adams,Male,Women,D,B,D,C,C,B,D,E,B,D,A,C,B,C,C,B,E,E,B,B,E,E,D,E,C,E,C,E,E,B,C
759,Freshman,Thayer,Female,Both,E,A,A,A,B,B,B,D,C,D,D,C,D,E,E,B,E,E,B,C,D,E,E,A,D,E,B,B,B,B,E
760,Freshman,Straus,Male,Women,D,C,C,E,D,B,D,A,C,C,C,B,B,D,D,E,A,D,D,E,D,B,B,E,A,B,A,D,D,B,D
761,Senior,Winthrop,Male,Men,D,A,A,D,D,B,E,A,A,A,A,B,B,E,E,D,D,A,D,E,A,E,D,A,D,E,A,D,C,C,E
762,Freshman,Wigglesworth,Female,Men,D,A,A,A,B,B,D,A,C,C,D,B,E,C,A,B,E,B,E,B,D,C,A,A,C,A,A,B,D,B,C
763,Junior,Kirkland,Female,Men,A,B,A,E,E,A,B,B,B,C,E,C,D,C,D,B,A,C,B,C,B,A,E,A,E,C,B,D,C,C,D
764,Junior,Kirkland,Female,Men,D,B,B,B,A,E,E,B,B,D,C,B,D,D,B,B,D,D,C,E,D,D,E,E,A,B,A,B,E,A,D
765,Junior,Lowell,Male,Women,B,B,D,B,E,E,E,C,E,A,C,D,E,E,D,D,E,E,D,C,E,E,E,D,B,B,D,A,E,A,E
767,Junior,Leverett,Female,Men,C,D,D,D,D,A,A,A,C,E,B,B,D,C,E,D,D,A,E,B,D,C,E,A,C,B,A,B,A,B,B
768,Sophomore,Cabot,Female,Men,C,E,C,B,B,B,E,B,B,C,E,D,E,C,A,B,D,B,D,A,B,C,D,B,D,D,B,A,C,B,E
769,Freshman,Thayer,Male,Women,D,E,C,E,E,B,B,E,E,A,A,E,B,C,B,E,E,B,D,C,D,E,A,B,A,E,C,D,A,B,C
770,Sophomore,Pforzheimer,Female,Men,D,B,E,B,B,B,A,A,C,C,B,C,D,C,D,B,C,D,C,C,D,C,A,A,B,D,C,B,B,A,B
771,Junior,Dunster,Male,Women,C,B,D,E,D,B,B,D,B,A,A,B,D,E,D,A,B,D,D,C,E,C,E,E,A,E,A,D,C,A,C
772,Sophomore,Winthrop,Male,Women,D,C,E,B,A,D,B,A,B,B,C,B,D,E,E,B,A,A,D,A,D,D,E,E,C,A,B,A,A,E,E
773,Alum,Mather,Male,Women,D,A,E,E,C,A,E,D,B,B,D,D,C,D,E,B,B,D,B,D,E,B,C,A,E,E,A,C,A,E,A
774,Junior,None,Female,Men,A,B,A,E,A,B,C,E,B,A,E,B,D,E,D,A,E,A,D,C,D,C,B,B,C,D,B,A,A,B,D
775,Senior,Currier,Male,Women,C,D,D,A,E,A,B,D,B,B,B,B,A,C,D,A,C,A,C,E,B,D,E,D,E,C,A,B,B,A,D
776,Freshman,Canaday,Male,Women,C,E,C,D,A,E,B,D,B,A,A,B,D,C,E,A,D,D,D,B,B,D,E,D,C,E,C,C,D,A,A
777,Senior,Leverett,Male,Men,C,E,B,B,D,E,B,B,B,D,D,C,A,E,C,A,C,D,A,C,C,A,E,E,A,C,E,A,B,B,B
778,Senior,Cabot,Male,Women,D,B,C,B,E,E,D,E,A,D,A,E,E,D,B,E,D,D,C,E,A,E,E,A,C,B,E,B,C,B,C
779,Sophomore,Currier,Male,Women,A,E,E,E,A,D,D,D,B,B,B,D,B,D,B,D,B,D,D,B,D,E,B,E,D,B,E,B,D,A,D
780,Junior,Dunster,Female,Men,D,B,A,A,D,A,D,E,E,A,E,C,A,C,E,E,C,A,C,C,C,E,B,B,A,E,A,B,D,B,B
781,Freshman,Wigglesworth,Male,Women,C,D,B,C,D,B,D,E,B,A,D,B,E,A,D,B,A,A,B,E,D,E,E,C,B,E,E,D,A,A,A
782,Sophomore,Cabot,Female,Men,D,E,C,B,E,A,B,E,B,D,D,C,E,C,A,D,D,C,C,A,C,E,E,C,B,C,B,D,E,C,B
783,Freshman,Weld,Male,Women,C,B,B,E,A,D,D,D,B,B,B,E,C,D,B,D,B,C,D,E,C,A,A,E,B,A,E,C,C,B,D
784,Grad Student,None,Male,Women,E,B,B,D,E,B,D,E,B,A,B,E,B,B,E,D,E,A,E,C,E,D,B,B,A,E,C,B,B,A,A
785,Junior,Dunster,Female,Men,C,E,B,B,D,E,A,D,B,E,A,D,E,E,B,E,E,D,B,B,E,E,C,B,A,A,E,B,C,A,B
786,Sophomore,Lowell,Female,Men,D,E,B,A,E,B,E,D,B,A,B,B,D,D,A,B,D,B,D,D,D,E,D,A,C,A,E,E,B,B,C
787,Junior,Eliot,Female,Men,D,B,A,D,E,D,B,A,B,E,E,B,B,E,E,A,B,A,C,B,A,D,E,E,B,C,A,D,C,E,D
788,Freshman,Straus,Male,Women,D,B,E,C,B,C,D,D,C,E,B,E,D,E,C,B,E,A,D,C,D,D,D,B,A,E,B,B,B,A,B
789,Junior,Lowell,Female,Men,C,C,D,A,D,A,D,C,B,A,E,A,D,C,D,D,A,D,C,C,D,D,D,E,B,E,A,D,D,A,B
790,Freshman,Stoughton,Female,Men,B,C,B,E,E,B,B,A,B,B,C,E,B,C,B,A,D,E,D,D,A,D,C,B,A,E,B,A,C,A,D
791,Freshman,Canaday,Male,Women,A,D,C,C,D,B,A,D,B,B,C,D,A,D,A,B,D,B,C,E,D,E,E,E,C,A,B,D,B,B,D
792,Sophomore,Mather,Male,Women,D,D,E,E,E,D,D,E,D,D,A,C,D,E,E,B,B,A,C,D,E,D,E,E,A,A,E,B,C,B,C
793,Sophomore,Quincy,Female,Women,B,E,A,A,B,E,B,B,A,D,C,B,E,A,B,D,D,B,C,A,E,D,C,A,B,A,A,B,D,B,C
794,Freshman,Grays,Female,Men,D,A,B,D,A,E,D,A,E,A,C,B,D,D,A,C,B,E,E,E,D,D,A,E,A,D,A,E,A,B,D
795,Senior,Lowell,Male,Women,B,E,C,E,A,C,B,D,B,E,C,A,A,D,E,A,B,B,D,C,A,D,A,D,B,E,B,B,A,E,C
797,Sophomore,Quincy,Male,Men,D,B,E,B,D,C,E,A,B,D,A,B,E,D,E,E,C,B,C,E,D,B,A,A,A,B,B,D,D,B,D
798,Freshman,Matthews,Male,Women,E,E,A,D,E,C,C,D,B,B,E,D,B,E,E,D,D,B,B,D,B,A,E,B,C,A,A,A,B,A,C
799,Senior,Quincy,Female,Men,B,B,C,C,E,B,A,B,C,E,E,E,D,C,E,D,E,C,E,D,E,A,A,A,A,B,D,C,C,E,E
800,Sophomore,Lowell,Male,Women,D,E,D,D,E,B,C,E,E,B,C,B,D,C,E,E,D,B,C,E,D,E,A,D,A,D,E,B,C,A,D
801,Freshman,Canaday,Female,Men,D,C,D,B,D,B,D,A,A,B,C,A,C,C,A,B,D,C,D,D,C,C,C,C,C,C,A,A,C,A,C
802,Junior,Quincy,Female,Men,C,A,D,D,D,A,D,A,A,B,E,A,B,C,B,B,B,E,A,C,D,D,B,E,A,B,A,B,D,B,A
803,Junior,Quincy,Female,Men,C,C,C,B,D,D,A,C,B,E,E,C,B,E,E,D,D,A,C,C,E,D,B,E,C,B,D,C,B,D,C
804,Sophomore,Dunster,Male,Women,E,B,C,C,B,A,B,D,A,C,A,D,B,A,E,B,B,E,D,E,E,D,D,D,E,E,B,A,A,B,D
805,Sophomore,Winthrop,Female,Men,D,B,C,D,A,D,B,D,B,D,B,C,D,C,B,B,C,E,D,C,B,E,E,D,A,E,E,E,D,B,D
806,Junior,Lowell,Male,Women,D,B,D,D,A,C,B,E,B,A,C,C,E,D,D,D,B,E,C,C,A,C,A,B,B,D,A,A,A,C,D
807,Sophomore,Lowell,Female,Men,D,B,B,D,D,D,D,E,D,D,C,B,B,E,E,D,A,C,D,C,D,E,E,B,B,A,D,B,D,E,C
808,Sophomore,Adams,Male,Women,C,C,E,E,D,C,D,B,B,B,C,D,C,C,E,B,B,B,B,B,A,B,A,E,C,A,E,B,A,C,C
809,Senior,Quincy,Male,Women,D,E,D,A,D,E,B,E,C,E,B,E,E,C,E,B,C,C,B,B,A,C,C,A,A,E,D,B,E,A,C
810,Sophomore,Quincy,Female,Men,D,A,B,A,D,D,B,E,D,A,E,C,A,C,E,D,D,E,C,B,A,D,B,E,A,C,B,D,D,B,D
811,Freshman,Wigglesworth,Male,Women,A,C,D,D,A,C,B,C,B,A,E,B,D,D,E,B,C,C,E,E,C,A,A,A,D,C,A,D,A,B,B
813,Sophomore,Kirkland,Female,Men,C,E,C,D,A,B,A,D,C,D,D,E,C,B,E,B,D,B,C,E,E,E,E,A,D,C,C,B,B,B,E
814,Freshman,Lionel,Male,Women,D,E,A,E,E,C,A,C,C,B,D,E,C,C,C,E,C,A,D,B,D,E,E,B,E,E,E,D,A,A,D
815,Junior,Kirkland,Female,Women,E,B,A,B,A,A,D,A,B,D,B,B,D,D,C,B,A,A,C,E,D,A,D,C,E,A,D,D,B,D,A
816,Senior,Eliot,Female,Men,D,D,B,A,E,B,B,C,B,B,D,B,B,B,A,E,D,E,D,B,C,B,E,D,A,B,B,B,A,A,E
817,Senior,Winthrop,Male,Men,D,B,B,B,A,E,B,B,A,B,A,B,D,D,C,C,B,A,A,B,C,C,B,C,A,E,C,C,D,B,D
818,Sophomore,Leverett,Female,Men,D,A,B,B,B,B,E,A,B,B,B,A,A,C,E,D,E,B,A,D,C,C,E,E,C,A,E,C,B,B,B
819,Senior,Dunster,Male,Women,C,D,C,D,D,E,B,B,B,A,E,B,C,A,E,A,D,E,C,A,D,E,B,B,A,B,C,E,D,B,C
820,Senior,Dunster,Male,Women,D,A,D,E,D,D,D,D,B,B,E,B,E,A,D,E,B,A,C,C,C,C,B,E,A,C,A,C,C,A,B
821,Senior,Leverett,Female,Men,D,B,D,D,D,C,D,A,C,A,B,A,E,C,B,B,C,A,C,B,D,D,E,C,A,C,E,D,D,C,E
822,Junior,Pforzheimer,Male,Women,C,E,B,D,B,C,D,E,B,A,A,A,E,C,E,D,D,E,A,B,A,C,B,E,C,E,A,E,A,A,A
823,Freshman,Weld,Female,Men,D,B,A,B,D,B,C,D,E,B,B,B,C,B,A,B,D,E,D,A,A,C,E,E,A,E,D,B,C,E,E
824,Sophomore,Winthrop,Female,Both,B,E,B,B,B,E,D,E,B,D,E,C,D,C,D,D,C,D,C,B,D,A,C,C,C,D,C,B,B,A,C
825,Sophomore,Cabot,Male,Women,C,B,D,D,D,D,B,E,B,B,A,C,B,C,D,A,D,A,A,B,D,D,A,B,C,E,C,B,D,A,D
826,Senior,Leverett,Female,Men,D,B,C,A,B,D,A,A,C,B,B,E,B,E,B,D,A,A,B,D,D,E,D,B,B,B,A,B,B,B,C
827,Senior,Dunster,Male,Women,E,E,E,C,E,D,D,B,B,D,E,E,E,D,E,D,D,E,D,E,E,E,A,E,C,E,B,A,C,A,B
828,Senior,Kirkland,Female,Men,D,D,B,A,C,A,C,E,B,B,A,B,E,C,A,D,E,E,D,B,E,D,D,E,C,A,B,B,A,A,D
829,Grad Student,None,Male,Women,C,E,A,D,A,A,D,B,B,A,E,B,C,D,E,D,B,B,C,B,A,A,E,D,A,A,A,A,C,A,E
830,Junior,None,Female,Both,D,C,B,C,E,E,E,C,C,C,D,B,C,D,A,B,C,B,C,B,A,E,E,D,D,A,E,E,B,B,D
831,Junior,Leverett,Female,Men,D,A,A,B,D,B,E,E,C,A,D,E,B,D,C,B,E,B,D,E,A,E,C,C,B,D,C,B,B,B,E
832,Senior,Kirkland,Female,Men,D,B,B,A,D,A,D,E,B,B,E,C,D,D,E,C,D,A,C,B,E,D,E,E,C,E,A,D,D,B,D
833,Senior,Eliot,Female,Men,E,E,E,C,E,D,D,B,B,D,E,E,E,D,E,D,C,E,D,E,E,E,A,E,C,E,B,A,C,A,B
834,Freshman,Weld,Male,Men,E,A,A,B,A,C,A,B,B,A,E,E,D,A,E,B,C,E,B,E,A,E,E,E,C,B,D,C,A,B,C
835,Junior,Cabot,Female,Men,C,A,A,A,B,B,A,A,C,B,C,B,D,A,B,E,E,B,D,E,E,B,A,C,C,C,A,A,A,A,C
836,Junior,Winthrop,Male,Men,C,A,B,B,B,D,D,D,D,D,A,B,E,C,B,D,D,B,C,E,E,E,B,E,D,C,A,A,C,A,C
837,Freshman,Hurlbut,Male,Women,C,B,E,B,E,D,D,B,B,B,B,A,B,C,C,E,E,E,D,E,C,B,E,C,C,B,C,D,D,A,B
838,Senior,Quincy,Female,Both,C,B,C,D,A,A,D,A,E,C,A,A,D,E,D,E,E,B,C,E,D,A,C,A,D,E,A,B,D,B,C
839,Freshman,Greenough,Female,Both,D,B,B,B,A,B,D,A,B,A,D,A,B,B,A,D,B,D,C,B,D,E,E,A,C,A,B,B,D,B,A
840,Senior,Currier,Male,Women,D,C,E,E,D,C,B,B,B,A,C,B,D,A,E,A,E,A,D,E,D,D,D,E,C,A,E,E,B,B,A
841,Sophomore,Leverett,Male,Women,C,B,C,C,D,A,E,C,B,D,A,A,B,E,E,A,E,E,D,E,D,B,B,B,C,B,A,A,E,A,D
842,Sophomore,Lowell,Female,Men,B,E,C,D,A,B,A,C,B,D,D,B,D,C,A,C,C,C,E,C,D,D,E,D,A,C,A,C,B,A,B
844,Senior,Eliot,Male,Women,D,E,E,E,B,C,B,D,E,A,A,E,D,D,C,D,E,A,D,B,D,B,B,E,B,E,D,B,A,A,E
845,Sophomore,Leverett,Female,Both,C,E,B,B,D,C,C,D,B,B,D,B,B,C,A,E,E,A,C,C,D,E,A,D,A,E,E,D,E,B,B
846,Junior,Currier,Female,Women,B,D,B,D,E,C,B,B,B,D,D,C,D,E,E,D,B,B,D,E,C,D,E,C,A,A,A,E,D,B,B
847,Senior,Leverett,Male,Women,D,D,C,D,A,C,E,E,B,A,A,B,D,D,B,D,E,B,D,E,D,B,C,A,A,D,B,A,D,C,B
848,Junior,Winthrop,Female,Both,C,A,E,D,E,A,B,B,B,D,D,B,E,B,B,D,D,E,A,E,A,C,C,C,A,A,B,A,D,B,E
849,Junior,Quincy,Male,Women,C,D,D,D,D,A,D,B,B,B,E,B,E,C,B,E,B,A,C,B,E,B,B,D,A,E,A,D,B,A,D
850,Freshman,Thayer,Male,Men,D,E,A,E,E,B,A,E,C,D,D,B,B,C,A,E,C,B,D,E,D,B,E,E,C,E,E,C,B,E,E
851,Freshman,Holworthy,Female,Men,E,D,D,D,B,B,A,D,A,C,A,C,B,B,B,D,D,B,B,B,D,E,A,A,C,A,A,A,B,A,B
852,Senior,Dunster,Female,Both,D,C,D,D,D,B,B,A,C,B,D,A,B,E,B,E,E,D,C,C,A,C,E,B,B,E,C,D,D,D,D
853,Junior,Quincy,Female,Men,C,B,B,D,B,B,A,A,B,C,C,B,E,D,B,D,E,A,C,B,D,C,E,D,B,E,D,B,D,B,A
854,Junior,Eliot,Female,Men,E,E,A,D,A,B,A,B,B,B,C,E,C,A,B,D,C,A,D,C,A,B,E,E,A,B,B,B,C,B,C
855,Junior,Cabot,Male,Women,C,C,D,E,A,C,B,D,C,A,C,C,D,D,D,B,E,A,E,D,C,A,B,B,B,E,A,D,A,B,B
856,Senior,Lowell,Female,Men,C,C,B,D,E,D,B,E,B,C,E,E,E,E,E,E,E,D,E,C,D,D,D,E,A,D,C,A,D,A,D
857,Sophomore,Adams,Male,Women,E,B,B,E,B,D,C,C,C,E,A,A,B,D,E,E,D,B,E,C,B,E,B,E,A,B,C,B,C,E,C
858,Junior,Currier,Female,Men,D,C,E,E,D,C,D,B,E,E,D,C,C,D,D,A,E,D,D,D,C,A,A,D,E,B,C,E,C,E,E
859,Senior,Adams,Female,Men,D,A,B,A,A,C,A,D,B,A,D,B,D,C,A,B,B,D,B,B,A,C,B,C,A,C,C,C,D,B,D
860,Senior,Cabot,Female,Men,D,E,C,B,D,E,B,D,E,D,D,C,E,D,D,B,E,B,C,D,D,E,E,E,A,D,A,A,D,A,D
861,Junior,Quincy,Female,Both,D,B,C,B,B,E,D,E,D,B,B,E,E,A,D,B,B,B,D,C,C,A,D,D,D,D,A,D,D,E,D
862,Senior,Kirkland,Male,Women,D,C,C,E,A,E,B,E,E,B,B,A,D,D,D,A,B,D,E,C,D,D,A,D,C,B,E,B,E,C,D
863,Sophomore,Pforzheimer,Female,Men,D,B,B,A,D,B,A,D,B,B,C,B,A,C,B,B,D,A,D,E,C,D,B,C,A,A,C,C,A,A,C
864,Sophomore,Pforzheimer,Male,Women,C,B,D,A,A,A,C,C,E,C,C,A,E,A,B,E,D,B,C,D,C,A,A,E,C,A,E,D,D,E,B
865,Junior,Winthrop,Male,Men,D,C,B,D,E,E,E,D,B,B,C,B,B,D,D,E,A,C,C,C,C,A,B,E,B,A,A,D,A,D,B
867,Sophomore,Winthrop,Male,Women,A,D,B,E,D,A,B,D,B,B,A,E,D,D,E,A,D,A,D,C,C,D,E,E,A,C,C,B,C,E,D
868,Grad Student,None,Male,Women,C,D,A,E,E,B,B,C,B,A,C,B,D,A,E,A,E,D,D,E,B,A,A,B,D,D,B,B,B,B,C
869,Sophomore,Lowell,Female,Men,D,C,E,E,A,B,A,C,B,D,A,C,D,C,B,A,C,A,D,B,D,E,E,E,C,C,D,A,E,B,D
870,Senior,Adams,Female,Men,C,E,D,D,A,B,D,A,B,B,E,C,D,D,B,E,B,A,D,C,A,D,A,D,C,E,A,D,A,B,C
871,Junior,Eliot,Female,Both,E,E,D,B,B,D,D,C,A,A,C,B,C,C,E,E,A,B,E,D,B,A,E,C,A,A,A,B,B,B,D
872,Sophomore,Eliot,Male,Women,C,E,B,E,E,D,B,E,B,E,D,A,A,C,E,E,D,E,A,D,E,A,E,A,A,B,B,C,B,A,A
874,Senior,Winthrop,Female,Women,D,E,E,B,B,B,E,A,C,D,D,C,C,D,E,E,A,A,A,D,E,A,B,B,A,E,D,E,E,C,D
875,Sophomore,Cabot,Female,Men,D,C,C,B,C,C,E,A,B,D,D,A,D,C,B,C,C,D,C,E,D,D,A,E,D,A,B,E,E,A,D
876,Senior,Mather,Female,Men,D,E,B,D,A,C,A,D,A,D,B,E,D,E,D,C,E,D,E,B,D,E,A,E,C,E,B,A,A,E,B
877,Senior,Cabot,Male,Women,C,C,B,E,D,C,D,E,A,C,B,B,E,E,D,D,E,C,E,C,D,E,E,B,A,B,B,A,D,D,B
878,Alum,Adams,Male,Women,C,C,A,B,D,C,D,E,C,B,C,B,E,E,A,D,A,E,D,E,A,A,D,A,A,C,B,E,B,A,D
879,Junior,Eliot,Female,Both,D,B,C,C,A,B,C,B,C,C,C,C,B,E,E,E,E,A,A,B,D,E,E,E,C,A,E,D,C,A,D
880,Freshman,Grays,Male,Women,C,E,C,E,E,E,A,C,C,D,A,A,B,B,E,B,E,B,D,C,D,B,D,B,C,A,E,A,E,A,E
881,Junior,Pforzheimer,Male,Women,C,B,A,D,A,B,A,D,C,A,C,C,E,C,E,D,B,B,D,D,D,E,A,C,A,B,B,A,B,E,E
883,Junior,Kirkland,Male,Women,B,E,D,D,D,C,B,D,D,D,D,A,E,A,D,D,A,C,C,C,E,E,A,E,B,E,A,D,A,B,E
884,Sophomore,Quincy,Male,Women,C,E,B,D,E,B,D,B,B,A,C,B,D,E,B,A,B,B,C,C,A,C,E,D,A,A,E,D,E,E,C
886,Senior,Quincy,Male,Men,B,B,B,C,B,B,D,B,B,E,D,B,E,D,B,E,E,D,C,B,A,E,E,C,C,B,A,B,B,A,D
887,Freshman,Grays,Male,Women,B,C,C,B,D,C,A,A,B,B,E,E,D,D,C,B,D,C,E,C,D,D,A,E,A,B,E,B,E,B,C
888,Freshman,Canaday,Male,Women,A,D,D,A,C,B,B,C,E,D,B,D,C,E,B,E,A,D,C,D,D,E,A,C,A,A,B,B,B,D,B
889,Sophomore,Currier,Female,Men,B,A,B,B,E,D,A,A,E,B,B,A,E,D,B,E,B,A,C,D,A,A,A,A,D,E,A,C,D,D,D
890,Sophomore,Winthrop,Male,Women,C,D,E,B,D,E,B,C,A,C,B,E,A,E,D,B,B,A,C,D,E,D,A,A,A,C,A,C,A,C,C
891,Freshman,Grays,Male,Women,A,E,C,E,E,C,D,D,A,D,A,E,B,A,E,E,C,C,E,C,D,E,D,B,D,B,B,B,A,A,C
892,Junior,Mather,Male,Women,D,E,E,D,A,B,E,B,B,C,C,A,C,B,A,E,D,D,C,A,D,D,E,A,E,E,D,D,A,C,B
893,Junior,Winthrop,Female,Men,C,C,C,B,E,A,D,C,C,B,C,A,D,C,E,D,E,D,B,B,D,B,A,A,A,A,B,B,E,A,D
894,Junior,Mather,Male,Women,C,B,E,C,A,A,C,D,C,E,B,D,B,D,E,D,A,E,E,A,B,A,D,D,A,D,D,E,D,C,E
896,Senior,Adams,Female,Men,C,A,E,B,D,E,D,A,B,C,E,C,B,C,D,E,B,D,B,B,E,D,E,E,A,E,A,A,D,B,D
897,Sophomore,Eliot,Female,Men,D,B,D,D,B,A,B,A,B,B,B,B,E,C,B,E,B,E,C,E,C,E,A,C,B,E,A,D,C,E,A
898,Sophomore,Eliot,Female,Both,C,A,B,E,D,B,D,D,B,B,C,B,B,E,B,B,C,A,A,E,E,D,C,A,A,D,D,B,B,B,E
899,Senior,Quincy,Female,Men,E,C,B,D,E,A,B,D,B,B,E,E,E,E,D,E,D,D,A,A,C,B,E,E,E,C,B,B,C,B,C
900,Sophomore,Quincy,Female,Men,D,A,A,E,E,B,E,E,B,A,D,C,D,E,A,B,B,B,C,C,E,D,E,E,A,A,C,A,B,A,B
901,Sophomore,Leverett,Male,Men,C,E,C,A,B,A,B,C,C,B,B,B,E,D,B,B,A,B,A,C,E,C,D,B,B,B,B,B,E,B,C
902,Freshman,Straus,Female,Men,C,D,B,D,E,E,C,E,C,D,B,A,B,C,D,C,D,B,C,C,D,E,B,E,C,B,B,A,D,A,E
903,Freshman,Stoughton,Female,Men,C,B,D,B,E,D,B,B,B,E,A,B,B,D,D,D,E,A,D,B,B,D,D,B,A,E,C,B,A,A,D
904,Sophomore,Eliot,Female,Women,C,E,B,C,D,A,B,E,B,E,B,C,E,D,B,B,C,D,C,B,D,D,D,B,A,A,A,D,D,A,D
905,Sophomore,Eliot,Female,Men,C,B,D,E,D,A,A,D,C,E,E,A,B,D,B,E,D,A,C,C,C,C,B,E,A,E,C,B,D,A,C
906,Senior,Quincy,Female,Men,C,E,E,E,E,B,B,A,E,B,B,B,D,C,B,D,D,D,C,B,C,A,B,B,C,B,E,B,D,B,C
907,Freshman,Pennypacker,Male,Men,D,B,D,D,A,D,D,D,C,A,C,E,C,B,D,D,E,D,A,E,A,B,A,E,E,B,C,D,B,B,E
908,Freshman,Pennypacker,Male,Women,D,E,B,C,A,E,A,C,B,E,C,E,D,C,B,B,B,B,D,E,C,A,E,E,A,D,A,B,B,B,B
909,Freshman,Matthews,Female,Men,C,B,C,C,C,D,D,B,E,C,D,C,D,B,A,A,B,E,D,C,A,B,D,E,A,A,A,A,E,B,B
910,Junior,Leverett,Female,Men,C,C,B,E,E,D,E,E,E,A,B,C,C,B,D,E,E,C,B,E,D,A,C,C,E,A,A,C,B,C,B
911,Junior,Pforzheimer,Female,Both,D,A,A,D,B,D,D,B,B,C,A,D,C,C,A,E,E,B,D,C,E,C,A,A,C,E,C,A,B,B,D
913,Junior,Cabot,Male,Women,C,D,A,D,A,B,D,B,A,E,C,D,C,E,E,B,B,C,B,E,E,A,A,D,A,E,B,C,B,C,C
914,Freshman,Wigglesworth,Male,Women,D,D,E,C,B,C,C,D,E,B,C,E,C,D,D,A,D,E,D,D,D,B,E,D,C,D,C,D,A,A,E
915,Freshman,Wigglesworth,Female,Both,B,E,E,B,C,A,B,A,B,E,B,D,E,C,E,D,E,A,D,E,A,E,D,A,E,D,A,B,B,B,C
916,Junior,Leverett,Male,Women,E,E,C,C,D,B,E,B,E,A,A,B,A,E,A,B,D,B,D,B,D,C,E,C,C,E,C,D,B,A,C
917,Junior,Leverett,Female,Men,C,B,B,D,A,E,B,D,E,E,B,A,B,C,D,B,E,D,C,B,D,A,C,E,A,B,B,D,E,E,B
918,Junior,Dunster,Female,Men,B,C,A,E,A,A,E,D,C,A,D,B,E,A,A,E,B,B,E,D,B,A,E,B,C,B,D,B,A,E,B
919,Junior,Quincy,Female,Men,D,B,B,B,D,B,E,C,C,C,C,B,B,B,C,B,E,E,A,B,A,E,A,A,A,A,C,B,D,B,B
920,Senior,Quincy,Male,Women,D,C,B,B,E,A,B,E,A,B,C,B,E,E,E,E,D,B,C,B,B,C,E,B,B,C,B,B,A,C,A
921,Senior,Adams,Male,Men,D,A,D,D,D,E,A,D,A,B,D,B,D,C,A,D,D,A,C,C,E,C,A,E,A,C,C,D,B,A,D
922,Senior,Adams,Male,Women,D,C,B,B,B,B,D,B,A,C,B,B,C,A,D,E,B,B,B,D,D,A,D,E,D,A,A,A,A,E,A
923,Junior,Currier,Male,Women,D,C,C,D,C,D,C,B,B,C,E,A,D,C,E,E,E,A,D,C,D,A,B,C,B,E,E,D,B,D,D
924,Sophomore,Lowell,Female,Men,D,B,D,A,D,B,D,A,E,B,D,B,A,C,D,E,A,A,E,E,D,D,B,C,A,E,A,B,D,A,C
925,Senior,Dunster,Male,Women,E,E,C,E,D,B,B,E,C,A,C,C,B,E,E,E,A,C,D,E,D,D,B,D,E,E,C,B,A,A,E
926,Junior,Eliot,Female,Men,D,B,E,E,B,C,A,E,B,A,C,B,D,D,C,E,C,D,D,C,A,B,B,C,C,D,A,D,D,B,B
927,Senior,Kirkland,Male,Women,D,C,C,D,B,E,D,B,D,D,B,E,D,B,B,E,D,B,B,B,E,B,A,A,B,A,E,C,E,A,E
928,Junior,Kirkland,Male,Women,C,C,A,E,D,B,C,E,B,E,D,B,D,E,D,B,D,B,C,E,A,D,A,A,A,D,B,B,B,B,D
929,Freshman,Straus,Female,Men,E,A,E,B,C,C,B,B,B,D,C,A,B,C,D,B,D,C,E,E,E,E,E,A,B,A,E,D,B,B,D
930,Sophomore,Kirkland,Male,Both,D,E,E,C,E,A,E,A,B,A,D,B,B,E,E,D,B,E,A,B,D,C,C,E,E,E,C,E,C,A,D
931,Sophomore,Quincy,Male,Women,C,B,B,D,E,C,C,B,B,A,C,C,D,D,E,B,D,B,C,B,C,D,E,D,E,D,C,D,D,B,D
932,Junior,Dunster,Female,Men,B,E,B,E,D,E,D,C,D,B,D,B,A,C,E,E,B,D,C,C,D,C,E,A,B,B,A,B,B,A,B
933,Freshman,Weld,Female,Men,C,A,A,E,A,C,B,B,C,A,E,E,E,D,C,D,D,A,E,A,C,B,D,B,D,D,C,B,D,B,E
